Agency,Description,Uploaded on,Link,Saved
USAID,Documentum Software License...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72MC1024P00017&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,TO PROVIDE COACHING AND TRA...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23P00064&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,REQUEST FOR SOLE SOURCE AWA...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24M00019&modNumber=0&idvAgencyID=&idvPIID=47QRAA20D0006&contractType=AWARD,$0
USAID,RENEWAL OF ECONOMIST INTELL...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72MC1022P00007&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,CONSTRUCTION MANAGEMENT AND...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026323P00055&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,THE EVALUATION OF THE PERFO...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72016725F00001&modNumber=0&idvAgencyID=&idvPIID=72016724D00001&contractType=AWARD,$0
USAID,The purpose of this award w...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24P00041&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,THIS IS TO REQUEST THE OBLI...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72065623P00023&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,InfoBlox Trinzic Software L...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72MC1024N00006&modNumber=0&idvAgencyID=&idvPIID=NNG15SC73B&contractType=AWARD,$0
USAID,The existing carpeting in m...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24P00052&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,To procure service to condu...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72062423C00002&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,PROCUREMENT OF OVERSIGHT AU...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72011724P00005&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,THE PURPOSE OF THIS PURCHAS...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424P00055&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,"""Part # Valimail Enforce De...",2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72MC1024P00019&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,The purpose of this request...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72MC1024P00028&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,To Purchase Order for a ven...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72062023P00094&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,The purpose of this activit...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72052723P00065&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,Real-time monitoring of al...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA21P00037&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,USAID/Uzbekistan - DEIA Fel...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72012224P00001&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,Purchase of 19 Defibrillato...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24M00008&modNumber=0&idvAgencyID=&idvPIID=36F79721D0021&contractType=AWARD,$0
USAID,EXO/GDPI TABLES& CABINETS,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026324P00099&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,To organize two events to s...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72052324P00007&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,EBSCO SUBSCRIPTION FOR LIBR...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72HCTM24PC00047&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,WinZip Renewal,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72MC1024P00009&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,To revised the amount of fu...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72049224PC00014&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,"""Support Services to USAID ...",2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72016724P00009&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,To procure one local firm t...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72068724P00056&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,Annual subscription to The ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72066322P00026&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,Joe Sandbox Cloud Pro Account,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72MC1024P00027&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,"GRACE BURTON, REFS/AA, ANNU...",2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72REFS24PC00023&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,L'EXPRESS: Space purchase f...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72068724P00021&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,The purpose of this request...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72MC1024P00026&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,Les Nouvelles: Space purcha...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72068724P00020&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
USAID,Relief Supplier- Blanket Pu...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23A00008&modNumber=0&idvAgencyID=&idvPIID=&contractType=IDV,$0
USAID,Richt- Blanket Purchase Agr...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23A00006&modNumber=0&idvAgencyID=&idvPIID=&contractType=IDV,$0
USAID,"""The Linguistic Services BP...",2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24A00001&modNumber=0&idvAgencyID=&idvPIID=47QRAA18D0031&contractType=IDV,$0
USAID,"""The Linguistic Services BP...",2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24A00002&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA22D009M&contractType=IDV,$0
USAID,THE AUTHORIZED AGENT IS REQ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72065621C00002&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,$0.26
USAID,Onsite Secure Shredding Ser...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24P00054&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$10,000"
USAID,STRATEGIC PLANNING AND ACTI...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=720BHA23S00186&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$15,000"
USAID,STRATEGIC PLANNING AND ACTI...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=720BHA23S00252&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$21,000"
USAID,REQUEST FOR BPA CALL ORDER ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72051924F50018&modNumber=0&idvAgencyID=&idvPIID=72051924A00016&contractType=AWARD,"$21,765"
USAID,SUPPORT RELIEF GROUP RESPON...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=720BHA23S00110&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$23,000"
USAID,NEW PSC AWARD TO SERVE AS A...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=720BHA21S00155&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$48,000"
USAID,Subscription Services (Legi...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23P00020&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$79,682"
USAID,FIVE YEAR SUBSCRIPTION FOR ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24P00065&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$97,941"
USAID,The purpose of this activit...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24P00003&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$150,703.68"
USAID,GRAPHIC DESIGN SERVICES IN ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23M00006&modNumber=P00001&idvAgencyID=&idvPIID=GS07F446AA&contractType=AWARD,"$184,012.76"
USAID,Government Employees Subsid...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22P00030&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$220,672"
USAID,"""The purpose of this mod is...",2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72MC1022C00003&modNumber=P00022&idvAgencyID=&idvPIID=&contractType=AWARD,"$305,239.5"
USAID,This is a new acquisition f...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72MC1023M00005&modNumber=P00001&idvAgencyID=&idvPIID=47QTCA20D00CK&contractType=AWARD,"$308,850"
USAID,New Contract RH USPSC DEIA ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72048624S00006&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$585,020"
USAID,The Senior Evidence Utiliza...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23S00037&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$701,064"
USAID,EPP Program Support Special...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA25S00067&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$741,710"
USAID,The Senior E&L Program Spec...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA25S00034&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$785,246"
USAID,Mailroom staff contract,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA20C00063&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,"$809,716.98"
USAID,The purpose of this contrac...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA20C00051&modNumber=P00016&idvAgencyID=&idvPIID=&contractType=AWARD,"$920,126.58"
USAID,Production Printing Equipme...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24P00005&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$1,346,992.22"
USAID,To provide moving and stora...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA20C00069&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,"$182,526.37"
USAID,THE ACTIVITY WILL INTRODUCE...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72016722C00001&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$1,596,027.07"
USAID,Provide high quality traini...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23F50026&modNumber=P00002&idvAgencyID=&idvPIID=7200AA22A00006&contractType=AWARD,"$1,794,280"
USAID,SCALING UP RENEWABLE ENERGY...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA20F00013&modNumber=P00022&idvAgencyID=&idvPIID=7200AA19D00029&contractType=AWARD,"$1,811,925.3"
USAID,PPL Program Cycle Award,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA20M00002&modNumber=P00026&idvAgencyID=&idvPIID=GS00F193DA&contractType=AWARD,"$1,838,382.31"
USAID,ASL Interpreting/CART/Notet...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22C00037&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,"$5,226,147.75"
USAID,USAID SECURING GEORGIA'S EN...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72011421F00002&modNumber=P00005&idvAgencyID=&idvPIID=7200AA19D00025&contractType=AWARD,"$2,080,255.42"
USAID,SUPPORT TO ELECTORAL INTEGR...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72016823C00001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$2,459,465"
USAID,EO14042 THE LEARNING AND OR...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22M00007&modNumber=P00002&idvAgencyID=&idvPIID=GS02Q16DCR0079&contractType=AWARD,"$2,489,213.15"
USAID,THE PURPOSE OF THIS CONTRAC...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72038624C00002&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$2,745,599"
USAID,Organizational resilience (...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24M00007&modNumber=P00005&idvAgencyID=&idvPIID=47QREA20D000D&contractType=AWARD,"$31,252,778.88"
USAID,"NEW ACTIVITY ""USAID IMPROVI...",2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72044021C00001&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$3,034,813.33"
USAID,TO UTILIZE THE AIDRPA SYSTE...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72MC1023C00009&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD,"$2,951,985.67"
USAID,ACQUISITION AND ASSISTANCE ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72062423M00002&modNumber=P00002&idvAgencyID=&idvPIID=GS00F120DA&contractType=AWARD,"$3,365,639.43"
USAID,THE PURPOSE OF THIS TASK OR...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22F00013&modNumber=P00010&idvAgencyID=&idvPIID=7200AA21D00011&contractType=AWARD,"$3,503,142.66"
USAID,FINANCIAL MANAGEMENT CONTRA...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23C00092&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$3,025,727.88"
USAID,THE CCSDP IDIQ IS DESIGNED ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24F00010&modNumber=0&idvAgencyID=&idvPIID=7200AA24D00002&contractType=AWARD,"$3,781,849"
USAID,DEIA buy-in to M MAPS (Reso...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22F50016&modNumber=P00003&idvAgencyID=&idvPIID=7200AA22A00005&contractType=AWARD,"$3,814,930"
USAID,SERBIA IMPROVING PUBLIC PRO...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72016922C00002&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$4,603,153.94"
USAID,This pre-obligation checkli...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72065620D00003&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=IDV,$0
USAID,This pre-obligation checkli...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72065620D00004&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=IDV,"$102,526.83"
USAID,FOLLOW-ON SERVIR SUPPORT SE...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22M00015&modNumber=P00005&idvAgencyID=&idvPIID=47QRAD20D1074&contractType=AWARD,"$5,224,477"
USAID,1. TO INCREASE TRANSPARENCY...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72016820C00001&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,"$5,500,000"
USAID,SERVICES REQUESTED INCLUDE ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72052122F00001&modNumber=P00010&idvAgencyID=&idvPIID=7200AA20D00026&contractType=AWARD,"$5,609,562.74"
USAID,This pre-obligation checkli...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72065620D00005&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=IDV,"$279,887"
USAID,TASK ORDER UNDER THE PPL EV...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22F00014&modNumber=P00007&idvAgencyID=&idvPIID=7200AA20D00013&contractType=AWARD,"$5,874,344.69"
USAID,USAID GOVERNANCE AND ACCOUN...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72051924F00006&modNumber=P00002&idvAgencyID=&idvPIID=7200AA22D00009&contractType=AWARD,"$2,884,730"
USAID,IGF::CL::IGF Southern Afric...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72067418C00004&modNumber=P00043&idvAgencyID=&idvPIID=&contractType=AWARD,"$6,322,603.36"
USAID,LANGUAGE TRAINING SERVICES ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23M00015&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA20D003V&contractType=AWARD,"$5,761,474.6"
USAID,"PPD : NEW AWARD - DATA, EVA...",2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72066922F00004&modNumber=P00006&idvAgencyID=&idvPIID=7200AA20D00026&contractType=AWARD,"$6,497,545.82"
USAID,PROVIDES EDUCATION TECHNICA...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23M00013&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA23D003U&contractType=AWARD,"$6,651,392.87"
USAID,DEVELOPMENT AND DELIVERY OF...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA19F50037&modNumber=P00020&idvAgencyID=&idvPIID=7200AA19A00004&contractType=AWARD,"$6,688,205.3"
USAID,TO SUBCOMMIT FUNDS FOR THE ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72066323C00008&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,"$6,720,937"
USAID,THIS CO-CREATION AND CO-DES...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24M00017&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA22D009L&contractType=AWARD,"$7,099,468.79"
USAID,USAID RESILIENCE PLATFORM A...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72066322C00001&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$7,101,219.45"
USAID,Primary operation and manag...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22C00059&modNumber=P00020&idvAgencyID=&idvPIID=&contractType=AWARD,"$7,208,839.98"
USAID,THE PURPOSE OF THIS CONTRAC...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72068823C00002&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,"$7,365,923.02"
USAID,STRENGTHENING UTILITIES AND...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA20F00012&modNumber=P00015&idvAgencyID=&idvPIID=7200AA19D00025&contractType=AWARD,"$7,109,975.45"
USAID,OTI M&E Support Services ta...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22F00007&modNumber=P00004&idvAgencyID=&idvPIID=7200AA20D00011&contractType=AWARD,"$7,708,174.41"
USAID,THE INITIAL SUB OBLIGATION ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72051922F00003&modNumber=P00011&idvAgencyID=&idvPIID=7200AA20D00011&contractType=AWARD,"$7,833,961.24"
USAID,FAST-FISCAL ACCOUNTABILITY ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA19F00015&modNumber=P00017&idvAgencyID=&idvPIID=7200AA18D00010&contractType=AWARD,"$8,005,538.76"
USAID,NEW M/OAA CLOSEOUT CONTRACT...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24M00012&modNumber=0&idvAgencyID=&idvPIID=47QRAD20D8119&contractType=AWARD,"$8,192,903.21"
USAID,USAID/RDMA SOUTHEAST ASIA'S...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72048622F00001&modNumber=P00009&idvAgencyID=&idvPIID=7200AA19D00025&contractType=AWARD,"$8,213,099.75"
USAID,New Africa Institutional an...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA20M00010&modNumber=P00017&idvAgencyID=&idvPIID=GS00F356GA&contractType=AWARD,"$8,256,414.98"
USAID,THE OBJECTIVE OF THIS CONTR...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72068824F00001&modNumber=P00003&idvAgencyID=&idvPIID=7200AA22D00003&contractType=AWARD,"$8,572,343"
USAID,MESCLA 2.0 - MONITORING AND...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72052222F00006&modNumber=P00003&idvAgencyID=&idvPIID=7200AA20D00026&contractType=AWARD,"$8,637,824.6"
USAID,THE PURPOSE OF THIS TASK OR...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72062422F00001&modNumber=P00006&idvAgencyID=&idvPIID=7200AA20D00016&contractType=AWARD,"$8,071,783.57"
USAID,THE FUTURE TECHNOLOGIES ACT...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72011721C00001&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$8,926,869.76"
USAID,USAID LIBERIA ESSA SEEKS TO...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72066923C00002&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$8,998,782"
USAID,"UNDER THIS CONTRACT, THE CO...",2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA21N00006&modNumber=P00013&idvAgencyID=&idvPIID=47QRAD20D1194&contractType=AWARD,"$9,171,893.61"
USAID,THE PURPOSE OF THE USAID SA...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72068824C00001&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$9,285,361.33"
USAID,IN ACCORDANCE WITH THE STAT...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA21C00050&modNumber=P00022&idvAgencyID=&idvPIID=&contractType=AWARD,"$9,587,225.57"
USAID,USAID MIDDLE CORRIDOR TRANS...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72011424C00001&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$9,873,619.81"
USAID,DRG: THE PURPOSE OF THIS AC...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72066923F00001&modNumber=P00003&idvAgencyID=&idvPIID=7200AA21D00016&contractType=AWARD,"$10,922,538.5"
